Year,Term,YearTerm,Subject,Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2019,Spring,2019-sp,BADM,375,Operations Management,0,18,13,10,5,1,2,0,0,0,0,0,0,0,"Wang, Yixin"
2019,Spring,2019-sp,BADM,378,Logistics Management,0,9,5,2,10,2,0,1,1,1,0,0,0,0,"Scott, Nehemiah"
2019,Spring,2019-sp,BADM,379,Business Process Improvement,1,15,16,5,5,4,0,0,0,0,0,0,0,0,"Anand, Gopesh J"
2019,Spring,2019-sp,BADM,380,International Business,0,7,17,7,9,4,3,1,3,2,0,0,0,0,"Bucheli, Marcelo"
2019,Spring,2019-sp,BADM,380,International Business,2,5,7,7,6,0,1,0,1,0,0,0,0,0,"Bucheli, Marcelo"
2019,Spring,2019-sp,BADM,380,International Business,9,7,7,3,3,1,0,0,0,0,0,0,0,0,"Clougherty, Joseph A"
2019,Spring,2019-sp,BADM,381,Multinational Management,7,32,6,4,1,1,0,0,0,0,0,0,0,0,"Yao, Kun"
2019,Spring,2019-sp,BADM,382,International Marketing,7,14,3,1,0,0,0,0,0,0,0,0,0,0,"Zhuang, Mengzhou"
2019,Spring,2019-sp,BADM,403,Corporate & Commercial Law,23,23,22,10,7,1,3,1,1,0,0,0,0,0,"Fricke, Michael R"
2019,Spring,2019-sp,BADM,445,Small Business Consulting,0,29,0,0,1,0,0,0,0,0,0,0,0,0,"Kurtz, Jeffrey M"
2019,Spring,2019-sp,BADM,446,Entrep: New Venture Creation,0,24,5,2,2,0,0,0,0,0,0,0,0,0,"Michael, Steven C"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,6,21,3,1,4,3,2,0,0,0,0,0,0,0,"Sakhartov, Arkadiy V"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,7,14,8,4,4,2,1,0,0,0,0,0,0,0,"Zheng, Wen"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,0,13,4,14,3,2,0,0,1,0,0,0,0,0,"Chattopadhyay, Shinjinee"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,4,20,11,4,1,0,0,0,0,0,0,0,0,0,"Lee, Minjae"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,9,17,3,0,1,1,0,0,0,0,0,0,0,0,"Yoo, Jae Kyun"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,1,25,10,4,0,0,0,0,0,0,0,0,0,0,"Oh, Nahyun"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,3,18,8,5,4,0,1,1,0,0,0,0,0,0,"Sakhartov, Arkadiy V"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,0,27,8,5,0,0,0,0,0,0,0,0,0,0,"Chattopadhyay, Shinjinee"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,1,22,12,3,1,1,0,0,0,0,0,0,0,0,"Oh, Nahyun"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,1,14,9,5,4,1,0,1,0,0,1,0,0,0,"Zhang, Nan"
2019,Spring,2019-sp,BADM,449,Business Policy and Strategy,0,18,4,10,1,3,0,1,0,0,0,0,0,0,"Chattopadhyay, Shinjinee"
2019,Spring,2019-sp,BADM,508,Leadership and Teams,139,301,196,97,61,17,9,7,0,2,1,0,20,4,"Loewenstein, Jeffrey"
2019,Spring,2019-sp,BADM,508,Leadership and Teams,7,21,7,8,5,2,1,0,0,0,0,0,9,1,"Loewenstein, Jeffrey"
2019,Spring,2019-sp,BADM,508,Leadership and Teams,0,20,2,1,0,0,0,0,0,0,0,0,0,0,"Goncalo, Jack"
2019,Spring,2019-sp,BADM,509,Managing Organizations,78,373,126,108,60,18,8,4,2,0,2,2,11,2,"Bednar, Michael K"
2019,Spring,2019-sp,BADM,509,Managing Organizations,5,54,20,12,11,8,5,2,0,0,1,0,8,2,"Bednar, Michael K"
2019,Spring,2019-sp,BADM,520,Marketing Management,5,15,2,1,0,0,0,0,0,0,0,0,0,0,"Noel, Hayden N"
2019,Spring,2019-sp,BADM,521,Marketing Strategy,0,14,26,14,4,1,0,0,0,0,0,0,0,0,"Rindfleisch, Aric P"
2019,Spring,2019-sp,BADM,524,Pricing Strategy and Tactics,3,23,0,0,13,0,0,0,0,0,0,0,0,0,"Liu, Yunchuan"
2019,Spring,2019-sp,BADM,543,Technology Strategy,3,8,7,8,1,1,0,0,0,0,0,0,0,0,"Somaya, Deepak"
2019,Spring,2019-sp,BADM,543,Technology Strategy,3,4,6,6,4,0,1,0,0,0,0,0,0,0,"Somaya, Deepak"
2019,Spring,2019-sp,BADM,544,Strategic Management,0,12,6,5,3,3,0,1,0,0,0,0,0,0,"Kim, June-Young"
2019,Spring,2019-sp,BADM,550,Technology Practicum,0,23,0,0,6,0,0,0,0,0,0,0,0,0,"Kurtz, Jeffrey M"
2019,Spring,2019-sp,BADM,555,Info Sys Development and Mgt,3,4,10,4,1,1,0,0,0,0,0,0,0,0,"Haran, Vidya"
2019,Spring,2019-sp,BADM,562,Social Media Strategy,1,10,12,2,2,0,0,0,0,0,0,0,0,0,"Larson, Eric"
2019,Spring,2019-sp,BADM,564,Business Process Improvement,2,10,8,4,3,2,0,0,0,0,0,0,0,1,"Anand, Gopesh J"
2019,Spring,2019-sp,BADM,572,Stat for Mgt Decision Making,33,356,122,112,124,38,19,9,2,0,4,0,10,5,"Taghaboni-Dutta, Fataneh"
2019,Spring,2019-sp,BADM,572,Stat for Mgt Decision Making,4,64,20,14,9,6,1,1,0,0,2,0,5,2,"Taghaboni-Dutta, Fataneh"
2019,Spring,2019-sp,BADM,574,Simulation and Risk Analysis,8,18,2,2,2,0,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2019,Spring,2019-sp,BADM,574,Simulation and Risk Analysis,4,18,0,4,1,0,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2019,Spring,2019-sp,BADM,583,Global Innov & Entrep,2,4,8,15,6,0,0,1,0,0,0,0,0,0,"Cheng, Joseph L"
2019,Spring,2019-sp,BADM,584,Global Marketing,0,8,16,10,2,0,0,0,0,0,0,0,0,0,"Torelli, Carlos J"
2019,Spring,2019-sp,BADM,589,Project Management,5,20,6,3,0,0,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2019,Spring,2019-sp,BADM,589,Project Management,1,23,6,5,3,1,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2019,Spring,2019-sp,BADM,589,Project Management,0,30,9,5,1,0,0,0,0,0,0,0,0,0,"Venkateswaran, Venkatasub"
2019,Spring,2019-sp,BADM,590,Predictive Data Analytics,0,15,6,8,0,1,0,0,1,10,2,0,0,0,"Ye, Han"
2019,Spring,2019-sp,BADM,590,Brand Management,1,3,19,6,6,0,0,0,0,0,0,0,0,0,"Torelli, Carlos J"
2019,Spring,2019-sp,BADM,590,Marketing in a Digital World,17,190,85,36,13,4,6,1,2,1,0,0,5,0,"Rindfleisch, Aric P"
2019,Spring,2019-sp,BADM,590,Strategic Innovation,0,491,63,13,4,4,0,1,0,0,0,0,6,3,"Love, E G"
2019,Spring,2019-sp,BADM,590,Global Business Horizons,0,193,17,12,2,2,0,1,0,1,0,0,3,0,"Viswanathan, Madhubalan"
2019,Spring,2019-sp,BADM,590,IntroToBusAnalytics:Data&Firm,210,141,30,7,4,1,0,0,2,0,0,0,2,0,"Laney, Douglas B"
2019,Spring,2019-sp,BADM,590,Product Design & Development,2,28,16,7,0,0,0,0,0,0,0,0,0,0,"Sethi, Simrun S"
2019,Spring,2019-sp,BADM,590,Marketing in a Digital World,6,15,8,2,4,1,0,0,0,0,0,0,5,0,"Rindfleisch, Aric P"
2019,Spring,2019-sp,BADM,590,Strategic Innovation,0,22,3,1,0,0,0,0,0,0,0,0,4,0,"Love, E G"
2019,Spring,2019-sp,BADM,590,IntroToBusAnalytics:Data&Firm,15,19,6,3,1,1,0,0,0,0,0,0,7,0,"Laney, Douglas B"
2019,Spring,2019-sp,BADM,590,Analytics,0,48,0,0,9,0,0,1,0,0,0,0,0,0,"Sachdev, Vishal"
2019,Spring,2019-sp,BADM,590,Social Media Analytics,0,9,42,2,0,0,0,0,0,0,0,0,0,0,"Fang, Er"
2019,Spring,2019-sp,BADM,590,Strategic Sourcing,25,16,2,1,0,0,0,0,0,0,0,0,0,0,"Liang, Hongyan"
2019,Spring,2019-sp,BCS,115,South Slavic Cultures,2,22,4,4,11,1,0,1,1,0,1,0,1,1,"Cooper, David"
2019,Spring,2019-sp,BIOC,446,Physical Biochemistry,4,8,17,21,14,3,0,1,0,0,0,0,0,0,"Zhang, Kai"
2019,Spring,2019-sp,BIOE,202,Cell & Tissue Engineering Lab,0,8,4,6,5,2,1,0,0,0,0,1,1,0,"Jensen, Karin J"
2019,Spring,2019-sp,BIOE,205,Signals & Systems in Bioengrg,6,8,14,10,6,5,4,2,0,1,0,1,2,0,"Pool, Marcia A"
2019,Spring,2019-sp,BIOE,210,Linear Alg for Biomed Data Sci,6,13,8,10,19,1,3,3,1,1,0,2,1,0,"Jensen, Paul A"
2019,Spring,2019-sp,BIOE,310,Comp Tools Bio Data,19,10,2,2,1,2,1,0,1,0,0,0,1,0,"Maslov, Sergei"
2019,Spring,2019-sp,BIOE,360,Transport & Flow in Bioengrg,7,4,4,9,15,8,0,2,2,1,2,1,1,0,"Jensen, Karin J"
2019,Spring,2019-sp,BIOE,414,Biomedical Instrumentation,1,27,16,5,5,3,2,0,0,0,1,0,0,0,"Dobrucki, Wawrzyniec"
2019,Spring,2019-sp,BIOE,415,Biomedical Instrumentation Lab,32,10,5,1,1,1,0,0,0,0,0,0,0,0,"Pool, Marcia A"
2019,Spring,2019-sp,BIOE,420,Intro Bio Control Systems,0,50,0,0,14,0,0,1,0,0,2,0,0,0,"Sutton, Brad"
2019,Spring,2019-sp,BIOE,574,Inno/Financial Decision Making,3,9,6,5,1,0,0,0,0,0,0,0,0,0,"Kannan, Srinivasan"
2019,Spring,2019-sp,BIOE,575,Capstone Project,15,4,1,1,3,0,0,0,0,0,0,0,0,0,"Pan, Dipanjan"
2019,Spring,2019-sp,BIOE,598,Cancer Nanotechnology,2,14,4,1,1,0,0,0,0,0,0,0,0,0,"Nie, Shuming"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,5,15,1,0,0,2,0,0,0,0,0,0,0,"McLeer, Heather A"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,4,5,8,3,0,0,1,0,0,0,0,0,0,"Moss, Andrew P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,6,9,4,1,0,0,1,0,0,0,0,1,0,"Kelly, Daniel"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,4,9,3,2,1,0,2,2,0,0,0,1,0,"McLeer, Heather A"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,3,12,6,1,0,0,0,0,0,0,0,0,0,"Gilmore, Shawn P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,8,10,2,3,0,0,0,0,0,0,0,0,0,"Hudek, Barry A"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,2,9,6,3,0,0,0,0,0,0,0,2,0,"Gilmore, Shawn P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,1,10,5,6,0,0,0,0,0,0,0,1,0,"Hudek, Barry A"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,10,11,1,1,0,0,0,0,0,0,0,0,0,"McVicker, Zachariah P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,1,4,5,5,4,0,0,0,1,0,0,0,1,0,"Hechler, William D"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,5,5,4,6,1,0,0,0,0,0,0,0,0,"Merrill, Andrew"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,16,4,0,1,0,1,0,0,0,0,0,0,0,"Claborn, John P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,2,10,3,4,4,0,1,0,0,0,0,0,0,"Hudek, Barry A"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,8,6,5,2,1,0,0,0,0,0,0,0,0,"McGuire, Lee"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,10,7,4,1,0,0,0,0,0,0,0,0,0,"Hurley, Michael J"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,11,3,1,5,0,0,2,0,0,0,0,0,0,"Ricketts, Scott"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,19,3,0,1,1,0,0,0,0,0,0,0,0,"Claborn, John P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,4,9,7,2,1,0,0,0,0,0,0,0,0,"McGuire, Lee"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,9,13,2,0,0,0,0,0,0,0,0,0,0,"Claborn, John P"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,8,12,3,3,0,0,0,0,0,0,0,0,0,"Hapke, Gail L"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,8,7,2,2,1,1,0,0,0,0,0,0,0,"Ricketts, Scott"
2019,Spring,2019-sp,BTW,250,Principles Bus Comm,0,2,3,2,8,3,1,2,3,0,0,0,0,0,"Moss, Andrew P"
2019,Spring,2019-sp,BTW,261,Principles Tech Comm,1,10,3,1,4,0,0,2,2,0,0,0,1,0,"Hechler, William D"
2019,Spring,2019-sp,BTW,261,Principles Tech Comm,2,9,5,5,2,0,0,0,0,0,0,0,0,0,"Grohens, Joseph"
2019,Spring,2019-sp,BTW,261,Principles Tech Comm,1,5,3,5,4,3,1,0,1,0,0,0,0,0,"Grohens, Joseph"
2019,Spring,2019-sp,BTW,261,Principles Tech Comm,3,5,1,4,4,1,2,2,1,0,0,0,0,0,"Hechler, William D"
2019,Spring,2019-sp,BTW,263,Writing in the Disciplines,0,8,7,3,3,1,0,0,0,0,0,0,2,0,"Moss, Andrew P"
2019,Spring,2019-sp,BTW,271,Persuasive Writing,0,14,1,2,3,0,0,0,0,0,1,0,1,0,"Grohens, Joseph"
2019,Spring,2019-sp,BUS,199,Coaching for Success,25,2,2,2,0,0,0,0,0,0,0,0,0,0,"Turner, Nicole M"
2019,Spring,2019-sp,BUS,201,Business Dynamics,1,13,12,6,2,2,0,1,0,0,0,0,0,0,"Dahl, James G"
2019,Spring,2019-sp,BUS,302,Principles Prof Responsibility,0,26,6,1,0,0,0,0,0,0,0,0,0,0,"DeBrock, Lawrence M"
2019,Spring,2019-sp,CEE,201,Systems Engrg & Economics,7,23,5,2,5,1,1,1,0,0,0,0,1,0,"Cai, Ximing"
2019,Spring,2019-sp,CEE,202,Engineering Risk & Uncertainty,0,14,28,21,16,12,6,1,3,0,1,1,0,0,"Koloutsou-Vakak, Sotiria"
2019,Spring,2019-sp,CEE,300,Behavior of Materials,1,3,22,17,22,11,6,5,1,1,0,0,0,0,"Garg, Nishant"
2019,Spring,2019-sp,CEE,310,Transportation Engineering,4,6,2,5,13,8,3,5,2,3,1,0,0,0,"Tutumluer, Erol"
2019,Spring,2019-sp,CEE,320,Construction Engineering,0,38,21,13,7,7,2,1,0,0,0,0,0,0,"Ignacio, Ernest-John D"
2019,Spring,2019-sp,CEE,330,Environmental Engineering,3,15,57,23,17,10,7,4,1,0,1,0,0,0,"Guest, Jeremy S"
2019,Spring,2019-sp,CEE,350,Water Resources Engineering,0,10,2,9,18,2,2,10,9,0,1,0,0,0,"Valocchi, Albert J"
2019,Spring,2019-sp,CEE,360,Structural Engineering,12,13,10,5,8,6,2,0,1,0,0,0,1,0,"Cha, Eun Jeong"
2019,Spring,2019-sp,CEE,380,Geotechnical Engineering,3,7,7,15,12,10,8,8,5,3,2,0,1,0,"Makhnenko, Roman"
2019,Spring,2019-sp,CEE,415,Geometric Design of Roads,1,6,5,3,9,5,3,0,0,0,0,0,0,0,"Schmidt, Arthur R"
2019,Spring,2019-sp,CEE,418,Public Transportation Systems,0,4,7,7,3,5,4,0,0,0,0,0,0,0,"Ouyang, Yanfeng"
2019,Spring,2019-sp,CEE,420,Construction Productivity,0,52,37,26,9,15,5,4,2,0,0,0,0,0,"Liu, Liang Y"
2019,Spring,2019-sp,CEE,421,Construction Planning,5,22,12,4,7,2,2,3,0,0,0,0,0,0,"El-Rayes, Khaled A"
2019,Spring,2019-sp,CEE,422,Construction Cost Analysis,5,21,23,30,26,8,3,1,0,0,0,0,0,0,"El-Gohary, Nora"
2019,Spring,2019-sp,CEE,424,Sustainable Const Methods,0,19,11,9,13,6,1,0,2,1,0,0,0,2,"Young, Brent D"
2019,Spring,2019-sp,CEE,433,Water Technology and Policy,1,13,4,3,2,0,0,0,0,0,0,1,0,0,"Stillwell, Ashlynn S"
2019,Spring,2019-sp,CEE,437,Water Quality Engineering,4,5,4,3,5,3,1,0,0,0,0,0,0,0,"Men, Yujie"
2019,Spring,2019-sp,CEE,449,Environmental Engineering Lab,1,4,5,5,11,3,0,0,0,0,0,0,0,0,"Marinas, Benito J"
2019,Spring,2019-sp,CEE,452,Hydraulic Analysis and Design,1,2,4,1,9,6,2,2,0,2,0,0,0,0,"Garcia, Marcelo H"
2019,Spring,2019-sp,CEE,460,Steel Structures I,5,15,6,8,5,2,4,3,3,2,1,2,1,0,"Lombardo, Franklin T"
2019,Spring,2019-sp,CEE,461,Reinforced Concrete I,5,23,7,5,1,2,0,3,0,0,0,0,0,0,"Asem, Pouyan"
2019,Spring,2019-sp,CEE,462,Steel Structures II,1,17,7,5,2,5,2,2,0,0,0,0,0,0,"Fahnestock, Larry A"
2019,Spring,2019-sp,CEE,465,Design of Structural Systems,2,6,9,10,9,2,0,0,0,0,0,0,0,0,"LaFave, James M"
2019,Spring,2019-sp,CEE,468,Prestressed Concrete,2,7,7,9,2,0,0,2,0,0,0,0,0,0,"Gurfinkel, German"
2019,Spring,2019-sp,CEE,470,Structural Analysis,3,8,3,2,7,5,0,0,0,0,0,0,0,0,"Zhang, Xiaojia"
2019,Spring,2019-sp,CEE,498,Construction Econ & Financing,2,21,9,10,4,1,0,0,0,0,0,0,0,0,"Ignacio, Ernest-John D"
2019,Spring,2019-sp,CEE,537,Water Quality Control Proc I,3,5,5,5,6,3,0,0,0,0,0,0,0,0,"Marinas, Benito J"
2019,Spring,2019-sp,CEE,570,Finite Element Methods,2,7,6,11,11,4,8,0,1,0,0,0,0,0,"Duarte, Carlos A"
2019,Spring,2019-sp,CEE,572,Earthquake Engineering,0,29,5,2,1,0,0,0,0,0,0,0,0,0,"Elbanna, Ahmed"
2019,Spring,2019-sp,CEE,592,Sustainable Urban Systems,2,12,3,2,3,1,1,1,0,1,0,0,0,0,"Chini, Christopher"
2019,Spring,2019-sp,CEE,598,Building Information Modeling,25,60,5,0,1,0,1,0,0,0,0,0,0,0,"Golparvar Fard, Mani"
2019,Spring,2019-sp,CHBE,221,Principles of CHE,4,4,3,0,10,0,0,8,0,0,2,0,2,1,"Rogers, Simon"
2019,Spring,2019-sp,CHBE,321,Thermodynamics,0,4,17,6,11,9,14,24,2,3,0,0,4,3,"Hammack, William S"
2019,Spring,2019-sp,CHBE,421,Momentum and Heat Transfer,3,15,4,6,19,4,15,18,10,0,2,3,0,1,"Diao, Ying"
2019,Spring,2019-sp,CHBE,422,Mass Transfer Operations,1,17,11,20,16,7,8,18,6,0,0,0,0,0,"Su, Xiao"
2019,Spring,2019-sp,CHBE,424,Chemical Reaction Engineering,1,13,3,4,12,4,5,21,9,0,1,0,0,0,"Seebauer, Edmund G"
2019,Spring,2019-sp,CHBE,430,Unit Operations Laboratory,0,56,11,2,4,0,0,0,0,0,0,0,0,0,"Mitrovski, Svetlana"
2019,Spring,2019-sp,CHBE,431,Process Design,0,10,17,19,21,11,2,1,1,0,0,0,0,0,"Bennett, Joshua E"
2019,Spring,2019-sp,CHBE,440,Process Control and Dynamics,3,5,8,10,9,9,6,2,1,0,1,0,0,0,"Bennett, Joshua E"
2019,Spring,2019-sp,CHBE,455,Polymer Synthesis,3,7,5,5,7,7,1,3,4,0,2,1,0,0,"Guironnet, Damien S"
2019,Spring,2019-sp,CHBE,473,Biomolecular Engineering,1,7,1,2,6,2,1,4,1,0,1,1,0,0,"Zhao, Huimin"
2019,Spring,2019-sp,CHBE,476,Biotransport,26,33,22,11,1,0,0,0,0,0,0,0,0,0,"Kong, Hyun Joon"
2019,Spring,2019-sp,CHBE,494,Comp Methods in Chemical Engr,10,17,2,1,1,0,0,0,1,0,0,0,0,0,"Rao, Christopher V"
2019,Spring,2019-sp,CHBE,494,Statistics in Chemical Engrg,0,10,2,2,11,0,0,0,0,0,0,0,0,0,"Kraft, Mary L"
2019,Spring,2019-sp,CHBE,571,Bioinformatics,14,8,0,1,1,0,0,0,0,0,0,0,0,0,"Zhao, Sihai D"
2019,Spring,2019-sp,CHEM,101,Introductory Chemistry,4,21,15,9,20,18,14,21,17,11,7,4,22,1,"McCarren, Elise M"
2019,Spring,2019-sp,CHEM,102,General Chemistry I,5,22,11,42,30,38,37,47,28,15,13,11,9,4,"Hummel, Thomas J"
2019,Spring,2019-sp,CHEM,102,General Chemistry I,10,11,23,23,34,54,65,25,28,15,13,5,7,5,"Gunasekera, Mutha Merenna"
2019,Spring,2019-sp,CHEM,102,General Chemistry I,6,16,11,20,21,24,18,33,19,18,25,29,12,4,"Marville, Kelly"
2019,Spring,2019-sp,CHEM,102,General Chemistry I,3,10,6,4,5,8,5,7,8,4,4,11,11,5,"Marville, Kelly"
2019,Spring,2019-sp,CHEM,103,General Chemistry Lab I,212,383,128,68,59,23,21,13,8,6,4,3,20,3,"Hummel, Thomas J"
2019,Spring,2019-sp,CHEM,104,General Chemistry II,17,38,20,42,44,22,15,20,25,11,7,5,2,2,"Ray, Christian R"
2019,Spring,2019-sp,CHEM,104,General Chemistry II,4,22,19,21,28,33,28,30,23,18,17,15,10,1,"Andino Martinez, Jose G"
2019,Spring,2019-sp,CHEM,104,General Chemistry II,5,17,17,7,17,16,18,15,4,6,11,6,3,1,"Andino Martinez, Jose G"
2019,Spring,2019-sp,CHEM,104,General Chemistry II,10,27,28,21,39,27,23,18,23,9,14,13,8,1,"Andino Martinez, Jose G"
2019,Spring,2019-sp,CHEM,105,General Chemistry Lab II,372,291,106,71,49,17,9,8,6,4,2,0,6,1,"Gunasekera, Mutha Merenna"
2019,Spring,2019-sp,CHEM,199,Undergraduate Open Seminar,2,14,3,0,2,0,0,0,0,0,0,0,1,0,"McCarren, Elise M"
2019,Spring,2019-sp,CHEM,199,Undergraduate Open Seminar,70,272,6,2,4,2,0,4,3,1,1,0,3,5,"McCarren, Elise M"
2019,Spring,2019-sp,CHEM,199,Undergraduate Open Seminar,3,14,0,0,2,0,1,1,0,0,0,0,1,0,"McCarren, Elise M"
2019,Spring,2019-sp,CHEM,199,Undergraduate Open Seminar,1,22,0,0,0,0,0,0,0,0,0,0,1,0,"McCarren, Elise M"
2019,Spring,2019-sp,CHEM,204,Accelerated Chemistry II,6,28,7,21,15,16,8,19,10,5,4,5,6,0,"Decoste, Donald J"
2019,Spring,2019-sp,CHEM,205,Accelerated Chemistry Lab II,0,21,39,20,11,2,6,0,0,1,1,0,4,1,"Huang, Tina H"
2019,Spring,2019-sp,CHEM,205,Accelerated Chemistry Lab II,0,10,12,8,5,1,0,0,0,0,2,0,0,0,"Huang, Tina H"
2019,Spring,2019-sp,CHEM,232,Elementary Organic Chemistry I,9,13,17,15,19,15,12,16,6,4,5,1,1,2,"Axelson, Jordan C"
2019,Spring,2019-sp,CHEM,232,Elementary Organic Chemistry I,7,27,17,27,58,48,28,37,10,12,10,1,5,4,"Axelson, Jordan C"
2019,Spring,2019-sp,CHEM,232,Elementary Organic Chemistry I,2,1,1,2,4,0,1,2,1,1,7,3,3,1,"Kell, David A"
2019,Spring,2019-sp,CHEM,233,Elementary Organic Chem Lab I,11,40,68,33,30,10,6,9,2,0,0,0,1,0,"Kell, David A"
2019,Spring,2019-sp,CHEM,233,Elementary Organic Chem Lab I,9,35,75,26,37,14,14,7,1,2,1,0,1,1,"Kell, David A"
2019,Spring,2019-sp,CHEM,236,Fundamental Organic Chem I,2,2,4,9,5,8,8,1,6,0,0,0,3,0,"Chan, Jefferson K"
2019,Spring,2019-sp,CHEM,237,Structure and Synthesis,2,9,4,8,12,3,5,11,2,0,0,0,1,0,"van der Donk, Wilfred A"
2019,Spring,2019-sp,CHEM,312,Inorganic Chemistry,1,7,6,2,14,5,4,8,4,4,7,2,3,1,"Murphy, Catherine J"
2019,Spring,2019-sp,CHEM,315,Instrumental Chem Systems Lab,1,18,20,11,11,8,7,3,8,0,6,0,0,1,"Gewirth, Andrew A"
2019,Spring,2019-sp,CHEM,317,Inorganic Chemistry Lab,2,8,2,2,9,5,1,3,2,0,0,0,0,0,"Fout, Alison R"
2019,Spring,2019-sp,CHEM,332,Elementary Organic Chem II,6,9,10,10,19,18,7,8,5,9,12,3,7,2,"Koerner, Michael"
2019,Spring,2019-sp,CHEM,332,Elementary Organic Chem II,4,23,9,14,16,9,12,16,15,10,6,2,1,1,"Koerner, Michael"
2019,Spring,2019-sp,CHEM,332,Elementary Organic Chem II,1,17,6,7,14,4,1,4,1,0,3,0,0,0,"Zavala, Jose"
2019,Spring,2019-sp,CHEM,360,Chemistry of the Environment,6,103,26,15,10,5,3,3,1,1,2,0,1,0,"Shen, Mei"
2019,Spring,2019-sp,CHEM,420,Instrumental Characterization,1,11,11,6,5,8,5,6,5,1,0,0,0,1,"Han, Hee Sun"
2019,Spring,2019-sp,CHEM,436,Fundamental Organic Chem II,10,10,10,10,13,19,7,7,1,0,1,0,1,1,"Sarlah, David"
2019,Spring,2019-sp,CHEM,437,Organic Chemistry Lab,1,11,4,8,5,2,1,0,1,0,0,0,0,0,"Julian, Lisa"
2019,Spring,2019-sp,CHEM,442,Physical Chemistry I,11,28,16,10,4,1,2,2,0,4,0,0,1,1,"Hirata, So"
2019,Spring,2019-sp,CHEM,444,Physical Chemistry II,0,6,9,4,2,2,3,3,0,0,0,1,0,0,"Woon, David E"
2019,Spring,2019-sp,CHEM,474,Drug Discovery & Development,4,20,8,7,21,12,6,7,1,2,1,0,4,1,"Mitchell, Douglas A"
2019,Spring,2019-sp,CHEM,530,Structure and Spectroscopy,2,11,3,4,9,3,0,0,0,0,0,0,0,0,"Denmark, Scott E"
2019,Spring,2019-sp,CHEM,588,Physical Methods Mat Chem,4,12,4,1,5,0,0,0,0,0,0,0,0,0,"Nuzzo, Ralph G"
2019,Spring,2019-sp,CHLH,100,Contemporary Health,42,30,19,18,15,5,5,4,4,2,0,1,1,0,"Jones, Alicia R"
2019,Spring,2019-sp,CHLH,101,Introduction to Public Health,5,12,9,12,19,8,6,5,2,1,0,1,1,0,"Dargatz, Rachel K"
2019,Spring,2019-sp,CHLH,101,Introduction to Public Health,11,19,22,14,8,6,6,2,7,2,0,2,1,1,"Yarnot, Rebecca K"
2019,Spring,2019-sp,CHLH,101,Introduction to Public Health,87,192,120,69,66,22,18,14,4,4,0,5,6,0,"Kaplan, Justine"
2019,Spring,2019-sp,CHLH,125,Orientation KIN & Comm Health,2,82,0,0,16,0,0,3,0,0,3,0,3,0,"Firkins, Carol H"
2019,Spring,2019-sp,CHLH,199,Campus Acq Rape Educ (CARE),3,21,5,9,2,1,1,1,0,0,0,1,1,1,"McLay, Molly M"
2019,Spring,2019-sp,CHLH,200,Mental Health,0,59,0,0,26,0,0,3,0,0,3,0,3,0,"Gobin, Robyn L"
2019,Spring,2019-sp,CHLH,201,Public Health Research Methods,11,40,34,24,14,11,2,1,0,0,0,0,0,0,"Klonoff-Cohen, Hillary"
2019,Spring,2019-sp,CHLH,206,Human Sexuality,6,5,3,1,3,2,2,1,0,1,0,1,1,0,"Adams, Ashley M"
